,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj
Dapma7bEVm000207,-0.156370822,0.607726118,0.9122955,0.013623743,0.964198251,0.999117826,-0.218875606,0.473730997,0.997835001
Dapma7bEVm000208,0.045331881,0.868651962,0.975305254,0.10580448,0.699167409,0.992113972,0.12941774,0.637034693,0.997835001
Dapma7bEVm000209,-0.1216542,0.792029801,NA,-0.732356576,0.11474555,0.807890346,0.381907109,0.405771647,0.997835001
Dapma7bEVm000210,-0.078316415,0.698729243,0.940586474,-0.39483162,0.051212953,0.684352194,-0.594920602,0.003618941,0.279285663
Dapma7bEVm000211,-0.068605519,0.780102322,0.956341445,-0.025987127,0.915640913,0.996018607,-0.135226182,0.582825403,0.997835001
Dapma7bEVm000212,0.155626115,0.551270711,0.896057112,0.157860203,0.544939939,0.971159653,-0.090167949,0.730860817,0.998544574
Dapma7bEVm000213,0.101877728,0.598732604,0.909467375,0.1119612,0.562615576,0.971159653,-0.133304734,0.49218678,0.997835001
Dapma7bEVm000214,-0.186229315,0.737085441,0.948821978,0.455586782,0.410454748,0.952985701,0.007040295,0.989874381,0.9993904
Dapma7bEVm000215,0.972100181,7.56E-06,0.000440859,0.494130455,0.022894127,0.494908234,0.17109415,0.431394054,0.997835001
Dapma7bEVm000216,0.132670988,0.467652176,0.859831711,0.102469116,0.574636315,0.971707047,-0.235976094,0.197188571,0.984876052
Dapma7bEVm000217,0.096010999,0.755412932,0.952312776,0.290581292,0.342277278,0.943571883,0.294344205,0.339569593,0.997835001
Dapma7bEVm000218,0.008736768,0.98685544,NA,-0.141509693,0.78923896,0.995280907,-0.403385486,0.452698874,0.997835001
Dapma7bEVm000219,-0.145961515,0.289676112,0.742820883,0.094125036,0.492491031,0.964158903,-0.036871311,0.789351,0.998544574
Dapma7bEVm000220,-2.048333509,9.74E-16,4.14E-13,-0.303991441,0.221480172,0.898431975,-0.501115361,0.044918357,0.742147125
Dapma7bEVm000221,0.488688603,0.022665729,0.226125855,0.188054301,0.380704158,0.951834384,0.033902185,0.875216998,0.998544574
Dapma7bEVm000222,0.157762833,0.43434556,0.840259282,0.021253589,0.915965248,0.996018607,-0.09009918,0.658061497,0.998247148
Dapma7bEVm000223,-0.51406122,0.170180302,0.62146825,-0.055517225,0.881364034,0.996018607,-0.372947573,0.320079198,0.997835001
Dapma7bEVm000224,-0.3092445,0.375502902,0.806724676,0.266987788,0.439540069,0.954579575,0.063497393,0.855234237,0.998544574
Dapma7bEVm000225,0.128263329,0.652710867,0.927109028,-0.103398867,0.716742001,0.994207572,-0.2214127,0.440180944,0.997835001
Dapma7bEVm000226,0.024044244,0.96600403,0.99557375,0.72603619,0.196193615,0.879981581,-0.266953041,0.637290044,0.997835001
Dapma7bEVm000227,-0.119176466,0.566460397,0.899193804,0.152176002,0.461162448,0.959980398,-0.157107823,0.451579896,0.997835001
Dapma7bEVm000228,-0.61152837,0.421920809,NA,-0.338556146,0.655382611,0.984108345,-0.451556392,0.55332948,0.997835001
Dapma7bEVm000229,0.387491577,0.176837666,0.630187831,0.240609014,0.400930646,0.952985701,-0.387614536,0.186107441,0.974249988
Dapma7bEVm000230,0.334497252,0.44391345,0.846639054,0.519608563,0.233555918,0.906082066,0.07312906,0.867394008,0.998544574
Dapma7bEVm000231,-0.017378365,0.949665654,0.991560848,0.296306885,0.280019117,0.926009441,0.312272821,0.256210416,0.997835001
Dapma7bEVm000232,0.03675614,0.878235768,0.976136843,0.262577044,0.271465837,0.921222436,0.249511175,0.298277957,0.997835001
Dapma7bEVm000233,1.307461745,1.31E-08,1.74E-06,0.508290655,0.028121914,0.547345672,0.305156862,0.192565958,0.980744892
Dapma7bEVm000234,0.063215891,0.635056761,0.919216429,-0.061994351,0.641035858,0.984108345,-0.019056135,0.886735693,0.998544574
Dapma7bEVm000235,0.028272535,0.84708436,0.972106564,-0.211564422,0.148971595,0.846477171,0.071231622,0.627759348,0.997835001
Dapma7bEVm000236,-1.148937217,0.043744616,NA,-0.440424898,0.432649116,0.953450428,-0.107606819,0.848171621,0.998544574
Dapma7bEVm000237,-0.159902218,0.461886256,0.857697123,-0.068631328,0.751044411,0.995280907,-0.150705178,0.489387173,0.997835001
Dapma7bEVm000238,0.690567577,0.585864774,0.905063342,0.778230635,0.539112105,0.971159653,0.100411081,0.936913891,0.998544574
Dapma7bEVm000239,-0.200918703,0.307938982,0.756208471,-0.070864011,0.716948841,0.994207572,-0.207271833,0.295358717,0.997835001
Dapma7bEVm000240,0.227928202,0.222946343,0.683948588,-0.0432621,0.817095618,0.995280907,0.048193056,0.797214435,0.998544574
Dapma7bEVm000241,-0.159023077,0.45572186,0.853287795,0.017422935,0.934483673,0.997211633,-0.044342798,0.835458075,0.998544574
Dapma7bEVm000242,-0.130046255,0.762344261,NA,-1.170292788,0.007568306,0.298298469,-0.163841479,0.704507429,0.998544574
Dapma7bEVm000243,-2.648101744,0.067608833,NA,-0.577485833,0.684298932,0.990313418,-2.606552488,0.072830664,0.844126466
Dapma7bEVm000244,-0.148081298,0.376954665,0.807444555,-0.103523787,0.535435196,0.969672464,-0.221194838,0.188580537,0.974249988
Dapma7bEVm000245,-0.131490233,0.337433846,0.780244341,-0.093121621,0.495889604,0.964158903,0.025838723,0.85055034,0.998544574
Dapma7bEVm000246,-1.948135836,0.184465275,NA,0.436447229,0.762709298,0.995280907,-1.272880314,0.383471326,0.997835001
Dapma7bEVm000247,0.081817261,0.908262752,0.983814714,-0.002316337,0.997396758,0.999771496,0.673266645,0.342886557,0.997835001
Dapma7bEVm000248,-0.230958677,0.605841895,0.912192946,-0.197889686,0.657831155,0.984108345,-0.123098968,0.783438199,0.998544574
Dapma7bEVm000249,-0.296916348,0.62911234,NA,0.776242452,0.200667075,0.882036162,0.701891699,0.249106532,0.997835001
Dapma7bEVm000250,-0.305206445,0.766962556,NA,-0.175439934,0.864091566,0.996018607,-0.306771385,0.766503801,0.998544574
Dapma7bEVm000251,0.475599597,0.556909982,NA,-0.801872473,0.327016445,0.941696037,0.126882246,0.876047624,0.998544574
Dapma7bEVm000253,0.686536608,0.536652953,0.890365635,1.408777662,0.204774991,0.884141008,0.593620748,0.593186159,0.997835001
Dapma7bEVm000254,-4.765172402,0.073311194,NA,-2.190074462,0.394604791,0.952985701,-4.720207603,0.077265874,0.852452839
Dapma7bEVm000255,0.193770515,0.114947834,0.537115452,0.056916104,0.643210359,0.984108345,0.122726289,0.318709133,0.997835001
Dapma7bEVm000256,-0.726838473,0.110537988,0.529095498,-0.592422073,0.19063939,0.877495148,0.395876496,0.378824543,0.997835001
Dapma7bEVm000257,0.74590038,0.258108142,0.716388369,0.165484442,0.802095859,0.995280907,0.518011836,0.432871529,0.997835001
Dapma7bEVm000258,-0.40523988,0.041327145,0.319141567,-0.545077956,0.005969638,0.268052128,-0.123212206,0.534464627,0.997835001
Dapma7bEVm000259,-0.024847103,0.901900396,0.980727367,-0.030769248,0.878589447,0.996018607,-0.194155668,0.336200263,0.997835001
Dapma7bEVm000260,0.062894153,0.80016449,0.960167231,0.212803891,0.391201595,0.952985701,0.026117906,0.916353672,0.998544574
Dapma7bEVm000261,0.215016444,0.371584271,0.803625488,0.135938708,0.571893101,0.971159653,-0.334499079,0.166270592,0.956380318
Dapma7bEVm000262,-0.346686343,0.069759545,0.421363498,-0.058148416,0.760766559,0.995280907,-0.355430165,0.063138431,0.819615126
Dapma7bEVm000263,-0.055322434,0.859813412,0.974034485,-0.044677621,0.88645086,0.996018607,-0.312389936,0.319955363,0.997835001
Dapma7bEVm000264,0.416459835,0.31827693,0.764793518,0.297049306,0.476110094,0.959980398,0.04940184,0.906306131,0.998544574
Dapma7bEVm000265,0.008195489,0.970196609,0.995963941,-0.049819676,0.820097945,0.995280907,-0.227425299,0.301695465,0.997835001
Dapma7bEVm000266,-0.194210423,0.323782713,0.76922535,-0.105553019,0.59066087,0.975603595,-0.142644794,0.46932403,0.997835001
Dapma7bEVm000267,0.347650123,0.286432147,0.739780167,0.5509803,0.09068359,0.786032462,-0.037246514,0.909313427,0.998544574
Dapma7bEVm000268,0.078897871,0.686357065,0.936709574,-0.070520984,0.717986239,0.994207572,-0.151869445,0.438536911,0.997835001
Dapma7bEVm000269,-0.206276967,0.349760264,0.787214982,-0.473151614,0.032009494,0.574972789,-0.282055852,0.202877676,0.986497866
Dapma7bEVm000270,-0.137788417,0.626464608,0.918073906,-0.088936572,0.75298182,0.995280907,-0.608683226,0.032535714,0.662978806
Dapma7bEVm000271,0.032476793,0.908554622,0.983814714,0.251464718,0.372397476,0.947850483,-0.060492929,0.830995004,0.998544574
Dapma7bEVm000272,0.004373142,0.990515005,0.998020684,0.269211299,0.463186763,0.959980398,-0.409102709,0.268176879,0.997835001
Dapma7bEVm000273,0.289358131,0.063628941,0.402830025,0.400155557,0.010111456,0.339219236,-0.057034049,0.716233758,0.998544574
Dapma7bEVm000274,-0.386281656,0.064702773,0.406362063,0.054364743,0.793144875,0.995280907,-0.081223069,0.69724553,0.998544574
Dapma7bEVm000275,-0.31521451,0.084434564,0.466280429,-0.023206253,0.898388299,0.996018607,-0.238108432,0.193097251,0.980744892
Dapma7bEVm000276,0.043267388,0.75015282,0.951918699,0.247864825,0.066352978,0.730596784,-0.022450146,0.86937873,0.998544574
Dapma7bEVm000277,1.151357423,1.09E-08,1.50E-06,0.579554305,0.004060725,0.220882037,0.180410748,0.373468117,0.997835001
Dapma7bEVm000278,-0.351384972,0.04094645,0.317915661,-0.113603652,0.508408626,0.966551632,-0.420589433,0.01447083,0.506772553
Dapma7bEVm000279,0.017612285,0.911814026,0.984001552,0.139494728,0.378320805,0.951280591,-0.154430738,0.334195566,0.997835001
Dapma7bEVm000280,0.453372197,0.041219212,0.318597182,0.296322335,0.181491801,0.872958719,-0.134727029,0.550759018,0.997835001
Dapma7bEVm000281,0.003940913,0.988004411,0.997674516,0.246481877,0.345804526,0.943571883,-0.200398697,0.445880897,0.997835001
Dapma7bEVm000282,0.060093497,0.65991882,0.929324699,-0.048795221,0.720507078,0.994207572,-0.157000111,0.252668009,0.997835001
Dapma7bEVm000283,-0.129244331,0.434229929,0.840259282,-0.104259592,0.525527966,0.969243458,-0.277190376,0.096645001,0.890887799
Dapma7bEVm000284,0.456021281,0.029540492,0.265923926,0.609066823,0.003538286,0.205649219,0.261880078,0.213451981,0.991607831
Dapma7bEVm000285,-0.374905682,0.007779601,0.114342669,0.061608031,0.655836767,0.984108345,-0.331337012,0.019267575,0.553134767
Dapma7bEVm000286,0.222514645,0.603275108,0.91177356,0.556290888,0.193109469,0.877495148,0.090380841,0.833039039,0.998544574
Dapma7bEVm000287,0.377954488,0.250215695,0.707420453,0.439375241,0.18081837,0.872716694,-0.419154462,0.205006061,0.988459046
Dapma7bEVm000288,0.336813539,0.364528455,0.799559106,0.397181992,0.284175374,0.927061329,-0.035782862,0.923565619,0.998544574
Dapma7bEVm000289,0.228821595,0.527865243,0.887021639,0.320667391,0.376148969,0.949982894,-0.454042469,0.211126842,0.99129443
Dapma7bEVm000290,0.302034005,0.391604378,0.817724036,-0.169926391,0.630433502,0.98356192,-0.006506233,0.985342927,0.999369764
Dapma7bEVm000291,-0.115906757,0.936762881,NA,0.542944116,0.7087422,0.992113972,0.582123862,0.689357054,0.998544574
Dapma7bEVm000292,0.765691681,0.270636596,NA,0.807031291,0.244826501,0.908193465,0.397708277,0.568934212,0.997835001
Dapma7bEVm000293,0.80758316,3.24E-07,2.84E-05,0.660081695,2.96E-05,0.008649077,0.16412705,0.300201244,0.997835001
Dapma7bEVm000294,-0.242230353,0.302280078,0.753787881,-0.132327104,0.572133176,0.971159653,0.242860678,0.30006327,0.997835001
Dapma7bEVm000295,-0.560479111,0.307107095,NA,-0.576662436,0.291144097,0.928872871,-1.05269929,0.059537485,0.808341228
Dapma7bEVm000296,0.110038397,0.708305428,0.942413883,0.059076162,0.840349171,0.995987636,0.036473405,0.901763444,0.998544574
Dapma7bEVm000297,-0.099712707,0.660037782,0.929338438,-0.187159974,0.40840986,0.952985701,-0.007793794,0.972601387,0.998544574
Dapma7bEVm000298,-0.376480549,0.142028166,0.583611635,-0.127555625,0.616322613,0.980781759,-0.326202442,0.204497983,0.987338595
Dapma7bEVm000299,0.305847559,0.131367955,0.567429002,0.202591683,0.317180444,0.941696037,0.203917609,0.315553448,0.997835001
Dapma7bEVm000300,-0.213595348,0.437769265,0.842052038,0.085978205,0.75315358,0.995280907,0.098648753,0.719632313,0.998544574
Dapma7bEVm000301,0.294489919,0.192818166,0.646212955,0.033459817,0.882378344,0.996018607,-0.208661384,0.357842251,0.997835001
Dapma7bEVm000302,-0.907307128,0.133161422,0.57082981,-0.42450877,0.479450768,0.959980398,-0.196085928,0.744331256,0.998544574
Dapma7bEVm000303,-0.35407821,0.468884693,NA,-0.172126463,0.722821244,0.994207572,0.129846923,0.789500631,0.998544574
Dapma7bEVm000304,0.088124917,0.622221094,0.915949059,0.021927963,0.902211469,0.996018607,-0.099414469,0.580475362,0.997835001
Dapma7bEVm000305,-0.314776647,0.184072159,0.639239982,-0.620443573,0.008898441,0.321083544,-0.384033339,0.106699399,0.910488312
Dapma7bEVm000306,0.06648205,0.819851886,0.964779209,0.105928574,0.71663276,0.994207572,-0.149581034,0.608572297,0.997835001
Dapma7bEVm000307,0.558349615,0.239881947,0.697970478,0.446729689,0.346436116,0.943969541,0.174174063,0.715821565,0.998544574
Dapma7bEVm000308,0.22469979,0.503816877,0.876547521,0.005192314,0.987674533,0.999771496,0.245127845,0.466051806,0.997835001
Dapma7bEVm000309,-0.916564245,0.039678053,0.313747766,-0.74375437,0.092741468,0.787774132,-0.430221379,0.331838417,0.997835001
Dapma7bEVm000310,0.57185014,0.000170281,0.006273115,0.427361896,0.004952347,0.238863218,0.036330139,0.811603905,0.998544574
Dapma7bEVm000311,-0.137296606,0.673897509,0.933074282,-0.140820338,0.664987566,0.984108345,-0.864580036,0.009287504,0.449991784
Dapma7bEVm000312,-0.240604624,0.239309544,0.697724831,0.064731595,0.75089803,0.995280907,-0.086963297,0.670711993,0.998544574
Dapma7bEVm000313,-0.141483372,0.617834888,0.915076084,-0.459467,0.105662198,0.800388183,0.353484582,0.209904364,0.99129443
Dapma7bEVm000314,-0.219659726,0.338150199,0.780488723,0.021949075,0.923191044,0.996061739,-0.202170154,0.379609972,0.997835001
Dapma7bEVm000315,-0.056436897,0.714733835,0.943943611,0.188534001,0.217565478,0.89591655,-0.318882555,0.041320752,0.731325246
Dapma7bEVm000316,0.019816379,0.92179824,0.985820597,-0.045855169,0.820003833,0.995280907,-0.135548164,0.503588602,0.997835001
Dapma7bEVm000318,0.161786086,0.461609347,0.857697123,0.149456543,0.495616641,0.964158903,0.024149646,0.912791729,0.998544574
Dapma7bEVm000319,0.210894244,0.548711565,0.895019087,0.152950991,0.662594582,0.984108345,0.178350854,0.613613471,0.997835001
Dapma7bEVm000320,-0.139018825,0.874756986,0.976136843,0.984119139,0.262746274,0.920029426,0.198816185,0.821563521,0.998544574
Dapma7bEVm000321,0.402009897,0.395259302,0.818723099,-0.009838807,0.983407159,0.999771496,-0.107050078,0.821269634,0.998544574
Dapma7bEVm000322,0.11601648,0.742545296,0.950272967,-0.133619963,0.705190673,0.992113972,-0.029843411,0.932994472,0.998544574
Dapma7bEVm000323,0.386256078,0.238124095,0.697475964,0.220672702,0.500176911,0.964158903,0.023767178,0.94232232,0.998544574
Dapma7bEVm000324,0.443300519,0.551907142,0.896057112,1.328071318,0.074076426,0.754213627,1.954367018,0.008563356,0.436548283
Dapma7bEVm000325,0.591929998,0.229954369,0.690573403,0.63941623,0.193778808,0.877610316,1.283688792,0.009004704,0.446340439
Dapma7bEVm000326,-0.281056093,0.163742976,0.611968698,-0.712525003,0.000441904,0.059366813,-0.226413312,0.263725776,0.997835001
Dapma7bEVm000327,0.541664786,0.119191489,0.54369316,-0.532197404,0.132166827,0.831363546,0.587634096,0.091754933,0.876418925
Dapma7bEVm000328,-0.609635224,0.790097163,NA,-0.279992551,0.902462981,0.996018607,-1.010640611,0.660242176,0.998387735
Dapma7bEVm000329,-0.154105684,0.525994648,0.886203614,0.137215898,0.571609894,0.971159653,-0.055366408,0.819862593,0.998544574
Dapma7bEVm000330,0.683385705,0.329555858,0.773874268,0.447340174,0.523305711,0.969243458,1.200462387,0.086337022,0.873293134
Dapma7bEVm000331,-0.01317387,0.977434198,NA,0.215548369,0.641479519,0.984108345,0.143959561,0.757399777,0.998544574
Dapma7bEVm000332,0.322255156,0.189651626,0.643514889,0.327352389,0.181405209,0.872958719,0.258165093,0.295201235,0.997835001
Dapma7bEVm000333,0.326310117,0.27072336,0.725789821,0.260401265,0.379259143,0.951635526,0.147069682,0.619956773,0.997835001
Dapma7bEVm000334,1.344943448,0.297614696,NA,-0.361010872,0.783707349,0.995280907,1.187621758,0.359182928,0.997835001
Dapma7bEVm000335,0.326711014,0.220350074,0.680314207,-0.116323198,0.662748422,0.984108345,0.033885941,0.89900375,0.998544574
Dapma7bEVm000336,-0.398484063,0.681444242,NA,-0.991098587,0.308703198,0.93895248,-0.542913585,0.577111639,0.997835001
Dapma7bEVm000337,-0.721756257,0.047262176,0.342882455,0.024372599,0.946159305,0.997211633,-0.564507428,0.120922498,0.92587298
Dapma7bEVm000338,-0.363358836,0.165554412,0.614421303,-0.017610253,0.946281691,0.997211633,-0.312547821,0.233383239,0.997835001
Dapma7bEVm000339,-0.098878382,0.590711337,0.907883959,-0.007625051,0.966873701,0.999117826,-0.1754787,0.340548279,0.997835001
Dapma7bEVm000340,0.240744657,0.279314699,0.733233538,0.202407978,0.362880551,0.947850483,-0.210087568,0.345839597,0.997835001
Dapma7bEVm000341,-0.022876386,0.901353566,0.980383288,0.007613161,0.967047423,0.999117826,-0.412307246,0.026123891,0.618553284
Dapma7bEVm000342,0.609139284,0.009083597,0.125285918,0.328192562,0.159881842,0.855154035,0.037815615,0.87169726,0.998544574
Dapma7bEVm000343,0.270248528,0.52478801,NA,-0.47488893,0.268625331,0.921222436,0.129377126,0.76231586,0.998544574
Dapma7bEVm000344,-0.103846267,0.5156442,0.882062464,0.14046612,0.37707104,0.950641085,-0.061860484,0.699100725,0.998544574
Dapma7bEVm000345,0.130307448,0.577444167,0.904100988,0.22973403,0.324888348,0.941696037,-0.176490829,0.452556853,0.997835001
Dapma7bEVm000346,-0.215299071,0.285289896,0.739062373,-0.075416626,0.707337434,0.992113972,-0.241683369,0.231397239,0.997835001
Dapma7bEVm000347,-0.015825163,0.954778533,0.991962559,-0.253558096,0.36351253,0.947850483,-0.376873253,0.180233982,0.97051883
Dapma7bEVm000348,-0.039614848,0.837349613,0.967428352,-0.019913153,0.91769785,0.996018607,-0.387864331,0.045269011,0.742595456
Dapma7bEVm000349,-0.128273497,0.325761639,0.771344468,0.034470343,0.790505452,0.995280907,-0.248370369,0.058537629,0.806299552
Dapma7bEVm000350,-0.019560624,0.937159092,0.98995563,-0.08315037,0.737330826,0.995280907,-0.152176365,0.540305231,0.997835001
Dapma7bEVm000351,0.440590965,0.293427834,0.744505328,0.400535053,0.339230513,0.943571883,-0.054068096,0.89770368,0.998544574
Dapma7bEVm000352,0.319524495,0.311052183,0.759338107,0.197251107,0.53154513,0.969618438,0.201510648,0.523507614,0.997835001
Dapma7bEVm000353,-0.210514614,0.263581202,0.71915683,0.021855181,0.906753244,0.996018607,0.136104693,0.468400618,0.997835001
Dapma7bEVm000354,-0.165620052,0.704338564,0.941090651,0.447878522,0.301051384,0.933826739,-0.292297447,0.504895095,0.997835001
Dapma7bEVm000355,-0.61178199,0.191347923,0.644899338,-0.04597597,0.921042082,0.996018607,0.075733088,0.870711585,0.998544574
Dapma7bEVm000356,0.392718668,0.031167627,0.272877063,0.415257723,0.02244685,0.491655555,-0.106387985,0.561972438,0.997835001
Dapma7bEVm000357,-0.082962035,0.629271273,0.918444319,0.030877068,0.856308035,0.996018607,0.166158607,0.332999744,0.997835001
Dapma7bEVm000358,-0.184187239,0.444061659,0.846731955,0.200124779,0.402193395,0.952985701,-0.493323378,0.042113946,0.731325246
Dapma7bEVm000359,-0.090923833,0.531063037,0.88743103,0.020377555,0.888022473,0.996018607,-0.253908751,0.081449518,0.861592708
Dapma7bEVm000360,-0.105529849,0.764814834,0.95517673,0.279426483,0.426449686,0.953108977,-0.192364916,0.586456944,0.997835001
Dapma7bEVm000361,-0.023731149,0.947158244,0.991560848,-0.264497761,0.460098885,0.959980398,-0.477892201,0.182572591,0.970982937
Dapma7bEVm000362,0.524389829,0.77333319,NA,-0.696740528,0.702253552,0.992113972,-0.23239469,0.8985364,0.998544574
Dapma7bEVm000363,-0.250840265,0.394179772,0.818723099,-0.250691168,0.392389765,0.952985701,-0.196572109,0.505514032,0.997835001
Dapma7bEVm000364,0.215173169,0.345916438,0.786100919,0.139827407,0.539155723,0.971159653,-0.06361243,0.782388238,0.998544574
